"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",got:6.7.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?package-json:4.0.1/got:^6.7.1,Simplified HTTP requests,MIT,"","",pkg:npm/got@6.7.1,cpe:2.3:a:got_project:got:6.7.1:*:*:*:*:*:*:*,CVE-2022-33987,NVD-CWE-noinfo,The got package before 12.1.0 (also fixed in 11.8.5) for Node.js allows a redirect to a UNIX socket.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,MEDIUM,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,HIGHEST,11,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",got:6.7.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?package-json:4.0.1/got:^6.7.1,Simplified HTTP requests,MIT,"","",pkg:npm/got@6.7.1,cpe:2.3:a:got_project:got:6.7.1:*:*:*:*:*:*:*,1088948,"",The got package before 11.8.5 and 12.1.0 for Node.js allows a redirect to a UNIX socket.,NPM,"","","","","","",HIGHEST,11,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",growl:1.9.2,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?mocha:2.5.3/growl:1.9.2,Growl unobtrusive notifications,MIT,"","",pkg:npm/growl@1.9.2,cpe:2.3:a:growl_project:growl:1.9.2:*:*:*:*:*:*:*,CVE-2017-16042,CWE-78 Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),"Growl adds growl notification support to nodejs. Growl before 1.10.2 does not properly sanitize input before passing it to exec, allowing for arbitrary command execution.",NVD,HIGH,7.5,/AV:N/AC:L/Au:N/C:P/I:P/A:P,CRITICAL,9.8,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,HIGHEST,6,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",growl:1.9.2,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?mocha:2.5.3/growl:1.9.2,Growl unobtrusive notifications,MIT,"","",pkg:npm/growl@1.9.2,cpe:2.3:a:growl_project:growl:1.9.2:*:*:*:*:*:*:*,1088328,"","Affected versions of `growl` do not properly sanitize input prior to passing it into a shell command, allowing for arbitrary command execution.   ## Recommendation  Update to version 1.10.0 or later.",NPM,"","","","","","",HIGHEST,6,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",grunt-cli:1.4.3,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/grunt-cli:1.4.3,The grunt command line interface,MIT,"","",pkg:npm/grunt-cli@1.4.3,cpe:2.3:a:gruntcli_project:gruntcli:1.4.3:*:*:*:*:*:*:*,CVE-2017-16058,CWE-200 Information Exposure,gruntcli was a malicious module published with the intent to hijack environment variables. It has been unpublished by npm.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:P/I:N/A:N,HIGH,7.5,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,HIGHEST,6,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.amd.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.amd.js,"","",e402ea90b1b196ab33915c6612f14311,cdfad4ae22f2cfcde8d82ef42c9d6eebe1cab010,pkg:javascript/handlebars@4.0.5,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.amd.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.amd.js,"","",e402ea90b1b196ab33915c6612f14311,cdfad4ae22f2cfcde8d82ef42c9d6eebe1cab010,pkg:javascript/handlebars@4.0.5,"",handlebars issue: 1495,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.amd.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.amd.js,"","",e402ea90b1b196ab33915c6612f14311,cdfad4ae22f2cfcde8d82ef42c9d6eebe1cab010,pkg:javascript/handlebars@4.0.5,"",Prototype pollution,"",Prototype pollution,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.amd.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.amd.js,"","",e402ea90b1b196ab33915c6612f14311,cdfad4ae22f2cfcde8d82ef42c9d6eebe1cab010,pkg:javascript/handlebars@4.0.5,"",handlebars issue: 1633,"",Denial of service,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.amd.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.amd.js,"","",e402ea90b1b196ab33915c6612f14311,cdfad4ae22f2cfcde8d82ef42c9d6eebe1cab010,pkg:javascript/handlebars@4.0.5,"",Disallow calling helperMissing and blockHelperMissing directly,"",Disallow calling helperMissing and blockHelperMissing directly,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.amd.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.amd.min.js,"","",06757f2c12ca165141416e887a2a1f03,8e05100a970980703126b6f57227fd2e4532d55f,pkg:javascript/handlebars@4.0.5,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.amd.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.amd.min.js,"","",06757f2c12ca165141416e887a2a1f03,8e05100a970980703126b6f57227fd2e4532d55f,pkg:javascript/handlebars@4.0.5,"",handlebars issue: 1495,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.amd.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.amd.min.js,"","",06757f2c12ca165141416e887a2a1f03,8e05100a970980703126b6f57227fd2e4532d55f,pkg:javascript/handlebars@4.0.5,"",Prototype pollution,"",Prototype pollution,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.amd.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.amd.min.js,"","",06757f2c12ca165141416e887a2a1f03,8e05100a970980703126b6f57227fd2e4532d55f,pkg:javascript/handlebars@4.0.5,"",handlebars issue: 1633,"",Denial of service,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.amd.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.amd.min.js,"","",06757f2c12ca165141416e887a2a1f03,8e05100a970980703126b6f57227fd2e4532d55f,pkg:javascript/handlebars@4.0.5,"",Disallow calling helperMissing and blockHelperMissing directly,"",Disallow calling helperMissing and blockHelperMissing directly,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.js,"","",443b6dfae4afa132f7d9f31fc5f20742,c77138087740ae2ef8380711ceeadb59d5c23c4d,pkg:javascript/handlebars@4.0.5,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.js,"","",443b6dfae4afa132f7d9f31fc5f20742,c77138087740ae2ef8380711ceeadb59d5c23c4d,pkg:javascript/handlebars@4.0.5,"",handlebars issue: 1495,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.js,"","",443b6dfae4afa132f7d9f31fc5f20742,c77138087740ae2ef8380711ceeadb59d5c23c4d,pkg:javascript/handlebars@4.0.5,"",Prototype pollution,"",Prototype pollution,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.js,"","",443b6dfae4afa132f7d9f31fc5f20742,c77138087740ae2ef8380711ceeadb59d5c23c4d,pkg:javascript/handlebars@4.0.5,"",handlebars issue: 1633,"",Denial of service,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.js,"","",443b6dfae4afa132f7d9f31fc5f20742,c77138087740ae2ef8380711ceeadb59d5c23c4d,pkg:javascript/handlebars@4.0.5,"",Disallow calling helperMissing and blockHelperMissing directly,"",Disallow calling helperMissing and blockHelperMissing directly,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.min.js,"","",c29e40d32ace051a672be040fadc6683,16cbc4c0a67117a5a3e6cfd78ad457359f82faf8,pkg:javascript/handlebars@4.0.5,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.min.js,"","",c29e40d32ace051a672be040fadc6683,16cbc4c0a67117a5a3e6cfd78ad457359f82faf8,pkg:javascript/handlebars@4.0.5,"",handlebars issue: 1495,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.min.js,"","",c29e40d32ace051a672be040fadc6683,16cbc4c0a67117a5a3e6cfd78ad457359f82faf8,pkg:javascript/handlebars@4.0.5,"",Prototype pollution,"",Prototype pollution,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.min.js,"","",c29e40d32ace051a672be040fadc6683,16cbc4c0a67117a5a3e6cfd78ad457359f82faf8,pkg:javascript/handlebars@4.0.5,"",handlebars issue: 1633,"",Denial of service,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.min.js,"","",c29e40d32ace051a672be040fadc6683,16cbc4c0a67117a5a3e6cfd78ad457359f82faf8,pkg:javascript/handlebars@4.0.5,"",Disallow calling helperMissing and blockHelperMissing directly,"",Disallow calling helperMissing and blockHelperMissing directly,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.runtime.amd.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.runtime.amd.js,"","",dd75767e06a15f1ce0937e71127c5bd3,f395df4e776bc665455e9fe12f2db526bb9d667c,pkg:javascript/handlebars@4.0.5,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.runtime.amd.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.runtime.amd.js,"","",dd75767e06a15f1ce0937e71127c5bd3,f395df4e776bc665455e9fe12f2db526bb9d667c,pkg:javascript/handlebars@4.0.5,"",handlebars issue: 1495,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.runtime.amd.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.runtime.amd.js,"","",dd75767e06a15f1ce0937e71127c5bd3,f395df4e776bc665455e9fe12f2db526bb9d667c,pkg:javascript/handlebars@4.0.5,"",Prototype pollution,"",Prototype pollution,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.runtime.amd.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.runtime.amd.js,"","",dd75767e06a15f1ce0937e71127c5bd3,f395df4e776bc665455e9fe12f2db526bb9d667c,pkg:javascript/handlebars@4.0.5,"",handlebars issue: 1633,"",Denial of service,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.runtime.amd.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.runtime.amd.js,"","",dd75767e06a15f1ce0937e71127c5bd3,f395df4e776bc665455e9fe12f2db526bb9d667c,pkg:javascript/handlebars@4.0.5,"",Disallow calling helperMissing and blockHelperMissing directly,"",Disallow calling helperMissing and blockHelperMissing directly,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.runtime.amd.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.runtime.amd.min.js,"","",ae9355d68d6019af80a295d2fca0edb9,0b82908dabd295f6fc04012241b39e51b3ee2013,pkg:javascript/handlebars@4.0.5,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.runtime.amd.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.runtime.amd.min.js,"","",ae9355d68d6019af80a295d2fca0edb9,0b82908dabd295f6fc04012241b39e51b3ee2013,pkg:javascript/handlebars@4.0.5,"",handlebars issue: 1495,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.runtime.amd.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.runtime.amd.min.js,"","",ae9355d68d6019af80a295d2fca0edb9,0b82908dabd295f6fc04012241b39e51b3ee2013,pkg:javascript/handlebars@4.0.5,"",Prototype pollution,"",Prototype pollution,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.runtime.amd.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.runtime.amd.min.js,"","",ae9355d68d6019af80a295d2fca0edb9,0b82908dabd295f6fc04012241b39e51b3ee2013,pkg:javascript/handlebars@4.0.5,"",handlebars issue: 1633,"",Denial of service,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.runtime.amd.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.runtime.amd.min.js,"","",ae9355d68d6019af80a295d2fca0edb9,0b82908dabd295f6fc04012241b39e51b3ee2013,pkg:javascript/handlebars@4.0.5,"",Disallow calling helperMissing and blockHelperMissing directly,"",Disallow calling helperMissing and blockHelperMissing directly,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.runtime.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.runtime.js,"","",fb40ec16c4686ee4af44e1a9ce6e6a59,091b23dfed839d46f3c9280e49bdad3a0c1a9eb9,pkg:javascript/handlebars@4.0.5,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.runtime.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.runtime.js,"","",fb40ec16c4686ee4af44e1a9ce6e6a59,091b23dfed839d46f3c9280e49bdad3a0c1a9eb9,pkg:javascript/handlebars@4.0.5,"",handlebars issue: 1495,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.runtime.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.runtime.js,"","",fb40ec16c4686ee4af44e1a9ce6e6a59,091b23dfed839d46f3c9280e49bdad3a0c1a9eb9,pkg:javascript/handlebars@4.0.5,"",Prototype pollution,"",Prototype pollution,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.runtime.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.runtime.js,"","",fb40ec16c4686ee4af44e1a9ce6e6a59,091b23dfed839d46f3c9280e49bdad3a0c1a9eb9,pkg:javascript/handlebars@4.0.5,"",handlebars issue: 1633,"",Denial of service,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.runtime.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.runtime.js,"","",fb40ec16c4686ee4af44e1a9ce6e6a59,091b23dfed839d46f3c9280e49bdad3a0c1a9eb9,pkg:javascript/handlebars@4.0.5,"",Disallow calling helperMissing and blockHelperMissing directly,"",Disallow calling helperMissing and blockHelperMissing directly,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.runtime.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.runtime.min.js,"","",76c7003f1dace7ed110cac34add29d94,bb74e883f110fb38523cb3e25a5e691c529758e6,pkg:javascript/handlebars@4.0.5,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",handlebars.runtime.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/nyc/node_modules/handlebars/dist/handlebars.runtime.min.js,"","",76c7003f1dace7ed110cac34add29d94,bb74e883f110fb38523cb3e25a5e691c529758e6,pkg:javascript/handlebars@4.0.5,"",handlebars issue: 1495,"",A prototype pollution vulnerability in handlebars is exploitable if an attacker can control the template,RETIREJS,"","","","","","",HIGHEST,3,"","","","","","","",""
