Component,License,CVE,Severity
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",CVE-2014-3577,5.8
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",CVE-2015-5262,4.3
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",CVE-2016-5641,9.1
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",CVE-2017-1000487,9.8
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",CVE-2017-7525,9.8
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",CVE-2018-10237,5.9
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",CVE-2018-8088,9.8
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",CVE-2019-11358,6.1
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",CVE-2019-11405,7.4
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",CVE-2019-8331,6.1
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",CVE-2020-11023,6.1
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",CVE-2020-13956,5.3
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",CVE-2020-36518,7.5
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",CVE-2020-7656,6.1
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",CVE-2021-26291,9.1
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",sonatype-2012-0009,6.1
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",sonatype-2012-0050,5.3
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",sonatype-2014-0026,6.5
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",sonatype-2016-0107,6.1
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",sonatype-2016-0129,5.4
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",sonatype-2016-0397,5.5
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",sonatype-2016-0398,7.5
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",sonatype-2016-0593,6.3
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",sonatype-2017-0355,7.5
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",sonatype-2017-0359,7.5
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",sonatype-2017-0492,4.3
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",sonatype-2018-0082,7.5
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",sonatype-2018-0590,8.8
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",sonatype-2018-0705,5.3
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",sonatype-2020-0187,6.1
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",sonatype-2020-0926,6.2
com.wordnik:swagger-codegen-distribution:2.1.2-m1,"Apache-2.0, No Source License",sonatype-2021-0713,7.5
com.zaxxer:hikaricp:2.6.0,Apache-2.0,,
commons-beanutils:commons-beanutils:1.9.2,Apache-2.0,CVE-2014-0114,7.5
commons-beanutils:commons-beanutils:1.9.2,Apache-2.0,CVE-2019-10086,7.3
commons-chain:commons-chain:1.2,Apache-2.0,,
commons-cli:commons-cli:1.3.1,Apache-2.0,,
commons-codec:commons-codec:1.4,Apache-2.0,sonatype-2012-0050,5.3
commons-codec:commons-codec:1.6,Apache-2.0,sonatype-2012-0050,5.3
commons-codec:commons-codec:1.9,Apache-2.0,sonatype-2012-0050,5.3
commons-collections:commons-collections:3.2.2,Apache-2.0,,
commons-configuration:commons-configuration:1.10,Apache-2.0,,
commons-daemon:commons-daemon:1.0.15,"Apache-2.0, BSD-3-Clause",,
commons-dbcp:commons-dbcp:1.2.2,"Apache-2.0, See-License-Clause",sonatype-2020-1349,7.5
commons-digester:commons-digester:1.8.1,Apache-2.0,,
commons-discovery:commons-discovery:0.4,"Apache-2.0, See-License-Clause",,
commons-fileupload:commons-fileupload:1.3.2,Apache-2.0,CVE-2016-1000031,9.8
commons-fileupload:commons-fileupload:1.3.2,Apache-2.0,sonatype-2014-0173,5.3
commons-io:commons-io:2.0,Apache-2.0,sonatype-2018-0705,5.3
commons-io:commons-io:2.2,Apache-2.0,sonatype-2018-0705,5.3
commons-io:commons-io:2.4,Apache-2.0,sonatype-2018-0705,5.3
commons-io:commons-io:2.5,Apache-2.0,sonatype-2018-0705,5.3
commons-io:commons-io:2.6,Apache-2.0,sonatype-2018-0705,5.3
commons-jrcs:commons-jrcs:diff-0.1.7,Not Provided,,
commons-lang:commons-lang:2.6,Apache-2.0,,
commons-logging:commons-logging:1.2,Apache-2.0,,
commons-pool:commons-pool:1.5.4,Apache-2.0,,
commons-validator:commons-validator:1.5.0,Apache-2.0,,
concurrent:concurrent:1.3.4,"Identity-Clause, Public Domain, Sun-Doug-Lea-JDK-Classes, MIT, Sun-IP",,
ddf.catalog.core:catalog-core-localstorageprovider:2.10.0,LGPL-3.0+,,
ddf.platform.osgi:platform-osgi-configadmin:2.13.0-rc1,LGPL-3.0+,,
ddf.platform.util:platform-util:2.10.1,LGPL-3.0+,,
ddf.security.certificate:security-certificate-generator:2.10.3,LGPL-3.0+,,
ddf.security.core:security-core-impl:2.9.1,LGPL-3.0+,,
de.l3s.boilerpipe:boilerpipe:1.1.0-jahia1,Apache-2.0,,
de.schlichtherle.io:truezip:6.6,Apache-2.0,,
displaytag:displaytag:1.2,"Artistic, See-License-Clause, Artistic-1.0",,
dom4j: flexible xml framework for java:1.6.1,Not Provided,,
easyconf:easyconf:0.9.5,Apache-2.0,,
ecs:ecs:1.4.2,"Apache-1.1, No Sources",,
edu.ucar:netcdf:4.2.20,"Generic-Liberal-Clause, Unidata, Apache-1.1, LGPL-2.0+, LGPL-2.1+, W3C",,
enyware:4.0.0,OSL-2.1,,
fernandezpablo85's scribe:1.0.8,MIT,,
gif89encoder:0.9.0b,"BSD-2-Clause, Public Domain",,
hessian:4.0.3,Apache-1.1,,
hu.blackbelt.bundles.lucene:lucene-analyzers-icu:7.0.1_1,"Apache-2.0, No Sources",,
io.netty:netty:3.10.6.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2019-16869,7.5
io.netty:netty:3.10.6.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2019-20444,9.1
io.netty:netty:3.10.6.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2019-20445,9.1
io.netty:netty:3.10.6.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2021-43797,6.5
io.netty:netty:3.10.6.final,"Apache-2.0, BSD-3-Clause, MIT",sonatype-2020-0029,7.5
io.netty:netty:3.10.6.final,"Apache-2.0, BSD-3-Clause, MIT",sonatype-2020-0103,5.3
io.netty:netty-all:4.0.23.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2015-2156,7.5
io.netty:netty-all:4.0.23.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2016-4970,7.5
io.netty:netty-all:4.0.23.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2019-16869,7.5
io.netty:netty-all:4.0.23.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2019-20444,9.1
io.netty:netty-all:4.0.23.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2019-20445,9.1
io.netty:netty-all:4.0.23.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2020-7238,7.5
io.netty:netty-all:4.0.23.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2021-21290,5.5
io.netty:netty-all:4.0.23.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2021-21295,5.9
io.netty:netty-all:4.0.23.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2021-37137,7.5
io.netty:netty-all:4.0.23.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2021-43797,6.5
io.netty:netty-all:4.0.23.final,"Apache-2.0, BSD-3-Clause, MIT",sonatype-2014-0093,6.3
io.netty:netty-all:4.0.23.final,"Apache-2.0, BSD-3-Clause, MIT",sonatype-2017-0356,5.9
io.netty:netty-all:4.0.23.final,"Apache-2.0, BSD-3-Clause, MIT",sonatype-2018-0119,7.5
io.netty:netty-all:4.0.23.final,"Apache-2.0, BSD-3-Clause, MIT",sonatype-2020-0026,6.5
io.netty:netty-all:4.0.23.final,"Apache-2.0, BSD-3-Clause, MIT",sonatype-2020-0029,7.5
io.netty:netty-all:4.0.23.final,"Apache-2.0, BSD-3-Clause, MIT",sonatype-2020-0103,5.3
io.netty:netty-all:4.0.23.final,"Apache-2.0, BSD-3-Clause, MIT",sonatype-2020-1031,7.5
io.netty:netty-all:4.1.11.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2019-16869,7.5
io.netty:netty-all:4.1.11.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2019-20444,9.1
io.netty:netty-all:4.1.11.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2019-20445,9.1
io.netty:netty-all:4.1.11.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2019-9518,7.5
io.netty:netty-all:4.1.11.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2020-7238,7.5
io.netty:netty-all:4.1.11.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2021-21290,5.5
io.netty:netty-all:4.1.11.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2021-21295,5.9
io.netty:netty-all:4.1.11.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2021-37136,7.5
io.netty:netty-all:4.1.11.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2021-37137,7.5
io.netty:netty-all:4.1.11.final,"Apache-2.0, BSD-3-Clause, MIT",CVE-2021-43797,6.5
io.netty:netty-all:4.1.11.final,"Apache-2.0, BSD-3-Clause, MIT",sonatype-2020-0026,6.5
io.netty:netty-all:4.1.11.final,"Apache-2.0, BSD-3-Clause, MIT",sonatype-2020-0029,7.5
io.netty:netty-all:4.1.11.final,"Apache-2.0, BSD-3-Clause, MIT",sonatype-2020-0103,5.3
io.netty:netty-all:4.1.11.final,"Apache-2.0, BSD-3-Clause, MIT",sonatype-2020-1031,7.5
io.netty:netty-all:4.1.11.final,"Apache-2.0, BSD-3-Clause, MIT",sonatype-2021-0789,8.4
io.netty:netty-codec-redis:4.1.9.final-redhat-2,Apache-2.0,,
io.netty:netty-codec-smtp:4.1.9.final-redhat-2,Apache-2.0,,
io.netty:netty-tcnative:2.0.1.final,Apache-2.0,,
io.netty:netty-transport-native-kqueue:4.1.11.final,Apache-2.0,,
io.netty:netty-transport-native-unix-common:4.1.11.final,Apache-2.0,,
jakarta activation:1.1,CDDL-1.0,,
jakarta oro:2.0.8,Apache-1.1,,
java development tools core:3.8.2,EPL-1.0,,
java message service:1.1,Not Provided,,
javax persistence api 2.0:2.1.1,EPL-1.0,,
javax.annotation:javax.annotation-api:1.2,"CDDL-1.1, Generic-Open-Source-Clause, GPL-2.0-with-classpath-exception, CDDL-1.1 or GPL-2.0-CPE",,
javax.ccpp:ccpp:1.0,"Non-Standard, Sun-BCLA, No Sources",,
javax.el:javax.el-api:3.0.1-b04,"CDDL-1.1, Generic-Open-Source-Clause, GPL-2.0-with-classpath-exception, Apache-2.0, CDDL-1.1 or GPL-2.0-CPE",,
javax.inject:javax.inject:1-redhat-3,Apache-2.0,,
javax.jcr:javax.jcr:2.0.0,CDDL-1.0,,
javax.jcr:jcr:2.0,"Day-Specification-License, Non-Standard, No Source License",,
javax.json:javax.json-api:1.0,"CDDL-1.1, GPL-2.0, GPL-2.0-with-classpath-exception, CDDL-1.1 or GPL-2.0-CPE",,
javax.mail:mail:1.4,"CDDL-1.0, CDDL-1.1, GPL-2.0-with-classpath-exception, Sun-IP",sonatype-2017-0492,4.3
javax.mail:mailapi:1.4.3-rc1,"CDDL-1.1, Generic-Open-Source-Clause, GPL-2.0-with-classpath-exception, No Source License",sonatype-2017-0492,4.3
javax.media:jai-core:1.1.3,"JDL-1.1.X, Nonsensical-Clause, No Sources",,
javax.media:jai_codec:1.1.3,Not Provided,,
javax.servlet.jsp:javax.servlet.jsp-api:2.3.2-b01,"CDDL-1.1, Generic-Open-Source-Clause, GPL-2.0-with-classpath-exception, Apache-2.0, CDDL-1.1 or GPL-2.0-CPE",,
javax.servlet.jsp.jstl:javax.servlet.jsp.jstl-api:1.2.1,"CDDL-1.1, Generic-Open-Source-Clause, GPL-2.0-with-classpath-exception, Apache-2.0, CDDL-1.1 or GPL-2.0-CPE",,
javax.servlet.jsp.jstl:jstl-api:1.2,"CDDL-1.1, Generic-Open-Source-Clause, GPL-2.0-with-classpath-exception, Apache-2.0, CDDL-1.1 or GPL-2.0-CPE",,
javax.servlet.jsp.jstl.wso2:jstl:1.2.1.wso2v1,"GPL-2.0, CDDL-1.0",,
javax.transaction:transaction-api:1.1,"Not Declared, CDDL-1.0",,
javax.validation:validation-api:1.1.0.final,Apache-2.0,,
javax.ws.rs:javax.ws.rs-api:2.0.1,"CDDL-1.1, GPL-2.0-with-classpath-exception, Apache-2.0, CDDL-1.1 or GPL-2.0-CPE",,
javax.wsdl:com.springsource.javax.wsdl:1.6.1,"Not Declared, No Source License",,
javax.xml:jaxrpc:1.1,CDDL-1.1,,
javax.xml.soap:saaj-api:1.3,"CDDL-1.0, Sun-IP",,
jaxen:jaxen:1.1.1,"Non-Standard, BSD",,
jboss.web:jsp-api:3.0.0-beta-1,"Not Declared, No Sources",,
jcifs:jcifs:1.3.17,"LGPL-2.1, BSD-2-Clause, LGPL-2.0+, LGPL-2.1+",,
jcl 1.2 implemented over slf4j:1.7.1,MIT,,
jfree:jcommon:1.0.16,"LGPL-3.0, LGPL-2.1+",,
jfreechart:jfreechart:1.0.13,LGPL-2.1+,,
jline:jline:2.12,"BSD, BSD-2-Clause, No Source License",,
joda-time:joda-time:1.6,"Apache-1.0, Apache-1.1, Apache-2.0",,
joda-time:joda-time:2.3,Apache-2.0,,
joda-time:joda-time:2.8.1,Apache-2.0,,
joda-time:joda-time:2.9.4,Apache-2.0,,
joda-time:joda-time:2.9.5,Apache-2.0,,
junit:4.11,EPL-1.0,,
kxml:2.3.0,MIT,,
liferay-frontend-css-common:4.0.0-alpha.1552930218378,"LGPL, Not Supported",,
liferay-portal:liferay:7.2.0-rc2,LGPL-2.1+,,
log4j:apache-log4j-extras:1.2.17,"Apache-2.0, No Sources",,
log4j:log4j:1.2.17,Apache-2.0,CVE-2019-17571,9.8
log4j:log4j:1.2.17,Apache-2.0,CVE-2021-4104,7.5
log4j:log4j:1.2.17,Apache-2.0,CVE-2022-23302,8.8
log4j:log4j:1.2.17,Apache-2.0,CVE-2022-23305,9.8
log4j:log4j:1.2.17,Apache-2.0,CVE-2022-23307,8.8
log4j:log4j:1.2.17,Apache-2.0,sonatype-2010-0053,7.8
ms sql server jdbc driver:4.1.5605.100,Not Provided,,
mysql:mysql-connector-java:5.1.23,"GPL-2.0, See-License-Clause",CVE-2015-2575,4.9
mysql:mysql-connector-java:5.1.23,"GPL-2.0, See-License-Clause",CVE-2017-3523,8.5
mysql:mysql-connector-java:5.1.23,"GPL-2.0, See-License-Clause",CVE-2017-3586,6.4
mysql:mysql-connector-java:5.1.23,"GPL-2.0, See-License-Clause",CVE-2017-3589,3.3
mysql:mysql-connector-java:5.1.23,"GPL-2.0, See-License-Clause",CVE-2018-3258,8.8
mysql:mysql-connector-java:5.1.23,"GPL-2.0, See-License-Clause",CVE-2019-2692,6.3
mysql:mysql-connector-java:5.1.23,"GPL-2.0, See-License-Clause",CVE-2020-2934,5
mysql:mysql-connector-java:5.1.23,"GPL-2.0, See-License-Clause",CVE-2022-21363,6.6
nekohtml:nekohtml:1.9.14,Apache-2.0,,
net.fortuna.ical4j:ical4j:1.0-rc3,BSD-3-Clause,,
net.htmlparser.jericho:jericho-html:3.1,"EPL-1.0, LGPL-3.0, EPL, LGPL, LGPL-2.1+",,
net.java.dev.jna:jna:4.1.0,"Apache-1.0, Apache-1.1, Apache-2.0, LGPL-2.1, Non-Standard, LGPL-2.1+",,
net.sf.ehcache:ehcache:2.8.3,"Apache-2.0, See-License-Clause, Apache-2.0 or EPL-1.0, BSD-3-Clause, CDDL-1.0, CDDL-1.0 or BSD-3-Clause, CDDL-1.1 or GPL-2.0-CPE, MIT, Public Domain, Sun-IP",CVE-2017-7525,9.8
net.sf.ehcache:ehcache:2.8.3,"Apache-2.0, See-License-Clause, Apache-2.0 or EPL-1.0, BSD-3-Clause, CDDL-1.0, CDDL-1.0 or BSD-3-Clause, CDDL-1.1 or GPL-2.0-CPE, MIT, Public Domain, Sun-IP",CVE-2017-7657,9.8
net.sf.ehcache:ehcache:2.8.3,"Apache-2.0, See-License-Clause, Apache-2.0 or EPL-1.0, BSD-3-Clause, CDDL-1.0, CDDL-1.0 or BSD-3-Clause, CDDL-1.1 or GPL-2.0-CPE, MIT, Public Domain, Sun-IP",CVE-2017-7658,9.8
net.sf.ehcache:ehcache:2.8.3,"Apache-2.0, See-License-Clause, Apache-2.0 or EPL-1.0, BSD-3-Clause, CDDL-1.0, CDDL-1.0 or BSD-3-Clause, CDDL-1.1 or GPL-2.0-CPE, MIT, Public Domain, Sun-IP",CVE-2017-9735,7.5
net.sf.ehcache:ehcache:2.8.3,"Apache-2.0, See-License-Clause, Apache-2.0 or EPL-1.0, BSD-3-Clause, CDDL-1.0, CDDL-1.0 or BSD-3-Clause, CDDL-1.1 or GPL-2.0-CPE, MIT, Public Domain, Sun-IP",CVE-2018-12536,5.3
net.sf.ehcache:ehcache:2.8.3,"Apache-2.0, See-License-Clause, Apache-2.0 or EPL-1.0, BSD-3-Clause, CDDL-1.0, CDDL-1.0 or BSD-3-Clause, CDDL-1.1 or GPL-2.0-CPE, MIT, Public Domain, Sun-IP",CVE-2019-10172,7.5
net.sf.ehcache:ehcache:2.8.3,"Apache-2.0, See-License-Clause, Apache-2.0 or EPL-1.0, BSD-3-Clause, CDDL-1.0, CDDL-1.0 or BSD-3-Clause, CDDL-1.1 or GPL-2.0-CPE, MIT, Public Domain, Sun-IP",CVE-2019-10241,6.1
net.sf.ehcache:ehcache:2.8.3,"Apache-2.0, See-License-Clause, Apache-2.0 or EPL-1.0, BSD-3-Clause, CDDL-1.0, CDDL-1.0 or BSD-3-Clause, CDDL-1.1 or GPL-2.0-CPE, MIT, Public Domain, Sun-IP",CVE-2019-10246,5.3
net.sf.ehcache:ehcache:2.8.3,"Apache-2.0, See-License-Clause, Apache-2.0 or EPL-1.0, BSD-3-Clause, CDDL-1.0, CDDL-1.0 or BSD-3-Clause, CDDL-1.1 or GPL-2.0-CPE, MIT, Public Domain, Sun-IP",CVE-2019-10247,5.3
net.sf.ehcache:ehcache:2.8.3,"Apache-2.0, See-License-Clause, Apache-2.0 or EPL-1.0, BSD-3-Clause, CDDL-1.0, CDDL-1.0 or BSD-3-Clause, CDDL-1.1 or GPL-2.0-CPE, MIT, Public Domain, Sun-IP",CVE-2021-28165,7.5
net.sf.ehcache:ehcache:2.8.3,"Apache-2.0, See-License-Clause, Apache-2.0 or EPL-1.0, BSD-3-Clause, CDDL-1.0, CDDL-1.0 or BSD-3-Clause, CDDL-1.1 or GPL-2.0-CPE, MIT, Public Domain, Sun-IP",CVE-2022-2047,2.7
net.sf.jali:guava:24.3,"Apache-2.0, No Source License",CVE-2018-10237,5.9
net.sf.jali:guava:24.3,"Apache-2.0, No Source License",sonatype-2020-0926,6.2
net.sf.jazzy:jazzy:0.5.2-rtext-1.4.1-2,"LGPL-2.1, LGPL-2.1+",,
net.sf.jopt-simple:jopt-simple:4.6,MIT,,
net.sf.jopt-simple:jopt-simple:5.0.2,MIT,,
net.sf.jsr107cache:jsr107cache:1.0,"Not Declared, No Source License",,
net.sf.supercsv:super-csv:2.1.0,Apache-2.0,,
net.sf.trove4j:trove4j:3.0.3,"LGPL-2.1, LGPL-2.0+",,
net.sourceforge.nekohtml:com.springsource.org.cyberneko.html:1.9.13,"Not Declared, Apache-2.0",CVE-2022-24839,7.5
net.sourceforge.nekohtml:nekohtml:1.9.10,Apache-2.0,CVE-2022-24839,7.5
net.sourceforge.nekohtml:nekohtml:1.9.16,Apache-2.0,CVE-2022-24839,7.5
net.sourceforge.owlapi:owlapi-api:4.0.1,"Apache-1.0, Apache-1.1, Apache-2.0, LGPL-3.0, Apache-2.0 or LGPL-3.0+",CVE-2018-10237,5.9
net.sourceforge.owlapi:owlapi-api:4.0.1,"Apache-1.0, Apache-1.1, Apache-2.0, LGPL-3.0, Apache-2.0 or LGPL-3.0+",sonatype-2018-0705,5.3
net.sourceforge.owlapi:owlapi-api:4.0.1,"Apache-1.0, Apache-1.1, Apache-2.0, LGPL-3.0, Apache-2.0 or LGPL-3.0+",sonatype-2020-0926,6.2
odmg:odmg:3.0,"Not Declared, No Sources",,
org.abego.treelayout:org.abego.treelayout.core:1.0.1,BSD-3-Clause,,
org.antlr:antlr-runtime:3.5,"BSD, BSD-3-Clause",,
org.antlr:antlr4-runtime:4.3,"BSD, BSD-3-Clause",,
org.antlr:stringtemplate:3.0,"BSD, BSD-3-Clause, No Sources",,
org.apache:axis:1.4.0-kelio,Apache-2.0,,
org.apache.abdera:abdera-bundle:1.1.2,"Apache-2.0, No Source License",CVE-2019-12401,7.5
org.apache.abdera:abdera-bundle:1.1.2,"Apache-2.0, No Source License",sonatype-2018-0624,9.8
org.apache.abdera:abdera-client:1.1,Apache-2.0,,
org.apache.abdera:abdera-core:1.1,Apache-2.0,,
org.apache.abdera:abdera-extensions-gdata:1.1.2,Apache-2.0,,
org.apache.abdera:abdera-extensions-geo:1.1.3,Apache-2.0,,
org.apache.abdera:abdera-extensions-html:1.1.3,Apache-2.0,,
org.apache.abdera:abdera-extensions-json:1.1.2,Apache-2.0,,
org.apache.abdera:abdera-extensions-main:1.1.3,Apache-2.0,,
org.apache.abdera:abdera-extensions-media:1.1.3,Apache-2.0,,
org.apache.abdera:abdera-extensions-opensearch:1.1.3,Apache-2.0,,
org.apache.abdera:abdera-extensions-serializer:1.1.3,Apache-2.0,,
org.apache.abdera:abdera-extensions-sharing:1.1.2,Apache-2.0,,
org.apache.abdera:abdera-i18n:1.1.2,Apache-2.0,,
org.apache.abdera:abdera-security:1.1.1,Apache-2.0,,
org.apache.abdera:abdera-server:1.1.3,Apache-2.0,,
org.apache.abdera:abdera-spring:1.1.1,Apache-2.0,,
org.apache.ant:ant:1.8.2,Apache-2.0,CVE-2012-2098,5
org.apache.ant:ant:1.8.2,Apache-2.0,CVE-2020-1945,6.3
org.apache.ant:ant:1.8.2,Apache-2.0,CVE-2021-36374,5.5
org.apache.ant:ant:1.8.2,Apache-2.0,sonatype-2018-0330,6.5
org.apache.aries:org.apache.aries.util:1.1.3,Apache-2.0,,
org.apache.aries.jmx:org.apache.aries.jmx.api:1.1.5,Apache-2.0,,
org.apache.aries.jmx:org.apache.aries.jmx.core:1.1.7,Apache-2.0,,
org.apache.chemistry.opencmis:chemistry-opencmis-client-api:0.13.0,Apache-2.0,,
org.apache.chemistry.opencmis:chemistry-opencmis-client-api:0.14.0,Apache-2.0,,
org.apache.chemistry.opencmis:chemistry-opencmis-client-bindings:0.13.0,Apache-2.0,,
org.apache.chemistry.opencmis:chemistry-opencmis-client-bindings:0.14.0,Apache-2.0,,
org.apache.chemistry.opencmis:chemistry-opencmis-client-impl:0.13.0,Apache-2.0,,
org.apache.chemistry.opencmis:chemistry-opencmis-client-impl:0.14.0,Apache-2.0,,
org.apache.chemistry.opencmis:chemistry-opencmis-commons-api:0.13.0,Apache-2.0,,
org.apache.chemistry.opencmis:chemistry-opencmis-commons-api:0.14.0,Apache-2.0,,
org.apache.chemistry.opencmis:chemistry-opencmis-commons-impl:0.13.0,Apache-2.0,,
org.apache.chemistry.opencmis:chemistry-opencmis-commons-impl:0.14.0,Apache-2.0,,
org.apache.commons:commons-compress:1.12,Apache-2.0,CVE-2018-11771,5.5
org.apache.commons:commons-compress:1.12,Apache-2.0,CVE-2018-1324,5.5
org.apache.commons:commons-compress:1.12,Apache-2.0,CVE-2021-35515,7.5
org.apache.commons:commons-compress:1.12,Apache-2.0,CVE-2021-35516,7.5
org.apache.commons:commons-compress:1.12,Apache-2.0,CVE-2021-35517,7.5
org.apache.commons:commons-compress:1.12,Apache-2.0,CVE-2021-36090,7.5
org.apache.commons:commons-compress:1.12,Apache-2.0,sonatype-2021-4954,5.3
org.apache.commons:commons-exec:1.3,Apache-2.0,,
org.apache.commons:commons-lang3:3.4,Apache-2.0,,
org.apache.commons:commons-lang3:3.9,Apache-2.0,,
org.apache.commons:commons-math:2.0,"Apache-2.0, BSD-3-Clause",,
org.apache.cxf:cxf-api:2.7.11,"Apache-2.0, W3C, WS-Addressing-200403, WS-Addressing-200408",CVE-2017-12624,5.5
org.apache.cxf:cxf-api:2.7.11,"Apache-2.0, W3C, WS-Addressing-200403, WS-Addressing-200408",CVE-2019-12406,6.5
org.apache.cxf:cxf-rt-frontend-simple:3.1.9,Apache-2.0,,
org.apache.directory.api:api-ldap-client-all:1.0.0-m32,"Apache-2.0, MIT",CVE-2018-1337,9.8
org.apache.directory.api:api-ldap-client-all:1.0.0-m32,"Apache-2.0, MIT",CVE-2019-0231,7.5
org.apache.directory.api:api-ldap-client-all:1.0.0-m32,"Apache-2.0, MIT",sonatype-2015-0002,9
org.apache.felix:org.apache.felix.configadmin:1.8.8,Apache-2.0,,
org.apache.felix:org.apache.felix.connect:0.2.0,Apache-2.0,,
org.apache.felix:org.apache.felix.dependencymanager.shell:3.2.0,Apache-2.0,,
org.apache.felix:org.apache.felix.eventadmin:1.4.6,Apache-2.0,,
org.apache.felix:org.apache.felix.fileinstall:3.5.4,Apache-2.0,,
org.apache.felix:org.apache.felix.gogo.command:0.12.0,Apache-2.0,,
org.apache.felix:org.apache.felix.gogo.runtime:0.10.0,Apache-2.0,,
org.apache.felix:org.apache.felix.gogo.runtime:0.10.0.v201209301036,Apache-2.0,,
org.apache.felix:org.apache.felix.gogo.shell:0.10.0,Apache-2.0,,
org.apache.felix:org.apache.felix.http.api:3.0.0,Apache-2.0,,
org.apache.felix:org.apache.felix.metatype:1.2.4,Apache-2.0,,
org.apache.felix:org.apache.felix.resolver:1.12.0,Apache-2.0,,
org.apache.felix:org.apache.felix.resolver:1.4.0,Apache-2.0,,
org.apache.felix:org.apache.felix.scr:2.0.6,Apache-2.0,,
org.apache.felix:org.apache.felix.shell:1.4.2,Apache-2.0,,
org.apache.felix:org.apache.felix.utils:1.4.2,Apache-2.0,,
org.apache.felix:org.apache.felix.utils:1.6.0,Apache-2.0,,
org.apache.felix:org.apache.felix.utils:1.8.4,Apache-2.0,,
org.apache.geronimo.bundles:axiom-all:1.2.12_1,"Apache-2.0, No Source License",,
org.apache.geronimo.bundles:jstl:1.2_1,Apache-2.0,CVE-2015-0254,7.5
org.apache.geronimo.specs:geronimo-stax-api_1.0_spec:1.0.1,Apache-2.0,,
org.apache.httpcomponents:httpasyncclient:4.1.3,"Apache-2.0, See-License-Clause",,
