Component,,,CVE
org.apache.camel:camel-core:2.16.2,CVE-2016-8749,,CVE-2016-8749
org.apache.camel:camel-core:2.16.2,BDSA-2017-1996 ,CVE-2017-12633,CVE-2017-12633
org.apache.camel:camel-core:2.16.2,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-core:2.16.2,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-core:2.16.2,BDSA-2017-3656 ,CVE-2017-5643,CVE-2017-5643
org.apache.camel:camel-core:2.16.2,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-core:2.16.2,BDSA-2019-2052 ,CVE-2019-0194,CVE-2019-0194
org.apache.camel:camel-core:2.16.2,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-core:2.16.2,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-core:2.16.2,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-jackson:2.16.2,CVE-2016-8749,,CVE-2016-8749
org.apache.camel:camel-jackson:2.16.2,BDSA-2017-1996 ,CVE-2017-12633,CVE-2017-12633
org.apache.camel:camel-jackson:2.16.2,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-jackson:2.16.2,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-jackson:2.16.2,BDSA-2017-3656 ,CVE-2017-5643,CVE-2017-5643
org.apache.camel:camel-jackson:2.16.2,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-jackson:2.16.2,BDSA-2019-2052 ,CVE-2019-0194,CVE-2019-0194
org.apache.camel:camel-jackson:2.16.2,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-jackson:2.16.2,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-jackson:2.16.2,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-jdbc:2.16.2,CVE-2016-8749,,CVE-2016-8749
org.apache.camel:camel-jdbc:2.16.2,BDSA-2017-1996 ,CVE-2017-12633,CVE-2017-12633
org.apache.camel:camel-jdbc:2.16.2,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-jdbc:2.16.2,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-jdbc:2.16.2,BDSA-2017-3656 ,CVE-2017-5643,CVE-2017-5643
org.apache.camel:camel-jdbc:2.16.2,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-jdbc:2.16.2,BDSA-2019-2052 ,CVE-2019-0194,CVE-2019-0194
org.apache.camel:camel-jdbc:2.16.2,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-jdbc:2.16.2,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-jdbc:2.16.2,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-spring-integration:2.16.2,CVE-2016-8749,,CVE-2016-8749
org.apache.camel:camel-spring-integration:2.16.2,BDSA-2017-1996 ,CVE-2017-12633,CVE-2017-12633
org.apache.camel:camel-spring-integration:2.16.2,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-spring-integration:2.16.2,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-spring-integration:2.16.2,BDSA-2017-3656 ,CVE-2017-5643,CVE-2017-5643
org.apache.camel:camel-spring-integration:2.16.2,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-spring-integration:2.16.2,BDSA-2019-2052 ,CVE-2019-0194,CVE-2019-0194
org.apache.camel:camel-spring-integration:2.16.2,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-spring-integration:2.16.2,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-spring-integration:2.16.2,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-spring:2.16.2,CVE-2016-8749,,CVE-2016-8749
org.apache.camel:camel-spring:2.16.2,BDSA-2017-1996 ,CVE-2017-12633,CVE-2017-12633
org.apache.camel:camel-spring:2.16.2,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-spring:2.16.2,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-spring:2.16.2,BDSA-2017-3656 ,CVE-2017-5643,CVE-2017-5643
org.apache.camel:camel-spring:2.16.2,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-spring:2.16.2,BDSA-2019-2052 ,CVE-2019-0194,CVE-2019-0194
org.apache.camel:camel-spring:2.16.2,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-spring:2.16.2,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-spring:2.16.2,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-ahc-ws:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-ahc-ws:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-ahc-ws:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-ahc-ws:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-ahc-ws:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-ahc-ws:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-ahc:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-ahc:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-ahc:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-ahc:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-ahc:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-ahc:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-amqp:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-amqp:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-amqp:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-amqp:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-amqp:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-amqp:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-apns:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-apns:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-apns:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-apns:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-apns:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-apns:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-atmos:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-atmos:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-atmos:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-atmos:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-atmos:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-atmos:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-atmosphere-websocket:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-atmosphere-websocket:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-atmosphere-websocket:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-atmosphere-websocket:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-atmosphere-websocket:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-atmosphere-websocket:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-atom:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-atom:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-atom:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-atom:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-atom:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-atom:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-avro:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-avro:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-avro:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-avro:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-avro:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-avro:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-aws:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-aws:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-aws:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-aws:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-aws:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-aws:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-bam:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-bam:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-bam:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-bam:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-bam:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-bam:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-barcode:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-barcode:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-barcode:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-barcode:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-barcode:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-barcode:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-base64:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-base64:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-base64:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-base64:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-base64:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-base64:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-bean-validator:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-bean-validator:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-bean-validator:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-bean-validator:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-bean-validator:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-bean-validator:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-beanio:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-beanio:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-beanio:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-beanio:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-beanio:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-beanio:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-beanstalk:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-beanstalk:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-beanstalk:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-beanstalk:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-beanstalk:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-beanstalk:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-bindy:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-bindy:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-bindy:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-bindy:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-bindy:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-bindy:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-blueprint:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-blueprint:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-blueprint:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-blueprint:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-blueprint:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-blueprint:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-boon:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-boon:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-boon:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-boon:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-boon:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-boon:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-box:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-box:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-box:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-box:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-box:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-box:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-cache:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-cache:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-cache:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-cache:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-cache:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-cache:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-cassandraql:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-cassandraql:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-cassandraql:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-cassandraql:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-cassandraql:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-cassandraql:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-castor:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-castor:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-castor:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-castor:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-castor:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-castor:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-catalog:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-catalog:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-catalog:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-catalog:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-catalog:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-catalog:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-cdi:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-cdi:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-cdi:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-cdi:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-cdi:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-cdi:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-chunk:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-chunk:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-chunk:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-chunk:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-chunk:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-chunk:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-cmis:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-cmis:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-cmis:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-cmis:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-cmis:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-cmis:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-cometd:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-cometd:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-cometd:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-cometd:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-cometd:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-cometd:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-commands-core:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-commands-core:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-commands-core:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-commands-core:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-commands-core:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-commands-core:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-commands-jolokia:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-commands-jolokia:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-commands-jolokia:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-commands-jolokia:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-commands-jolokia:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-commands-jolokia:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-core-osgi:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-core-osgi:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-core-osgi:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-core-osgi:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-core-osgi:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-core-osgi:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-core:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-core:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-core:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-core:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-core:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-core:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-couchdb:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-couchdb:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-couchdb:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-couchdb:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-couchdb:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-couchdb:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-crypto:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-crypto:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-crypto:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-crypto:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-crypto:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-crypto:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-csv:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-csv:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-csv:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-csv:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-csv:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-csv:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-cxf-transport:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-cxf-transport:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-cxf-transport:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-cxf-transport:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-cxf-transport:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-cxf-transport:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-cxf:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-cxf:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-cxf:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-cxf:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-cxf:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-cxf:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-disruptor:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-disruptor:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-disruptor:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-disruptor:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-disruptor:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-disruptor:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-dns:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-dns:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-dns:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-dns:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-dns:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
org.apache.camel:camel-dns:2.19.5,BDSA-2024-0477,,BDSA-2024-0477
org.apache.camel:camel-docker:2.19.5,BDSA-2018-2585,,BDSA-2018-2585
org.apache.camel:camel-docker:2.19.5,BDSA-2018-3185,,BDSA-2018-3185
org.apache.camel:camel-docker:2.19.5,BDSA-2018-4880 ,CVE-2019-0188,CVE-2019-0188
org.apache.camel:camel-docker:2.19.5,BDSA-2020-1132 ,CVE-2020-11972,CVE-2020-11972
org.apache.camel:camel-docker:2.19.5,BDSA-2020-1131 ,CVE-2020-11971,CVE-2020-11971
